"Step","rosy-aardvark-2 - train/loss","rosy-aardvark-2 - train/loss__MIN","rosy-aardvark-2 - train/loss__MAX"
"2161","1.8199","1.8199","1.8199"
"2162","1.7101","1.7101","1.7101"
"2163","1.7101","1.7101","1.7101"
"2164","1.7118","1.7118","1.7118"
"2165","1.7118","1.7118","1.7118"
"2166","1.8898","1.8898","1.8898"
"2167","1.8898","1.8898","1.8898"
"2168","2.2129","2.2129","2.2129"
"2169","2.2129","2.2129","2.2129"
"2170","1.8318","1.8318","1.8318"
"2171","1.8318","1.8318","1.8318"
"2172","2.2154","2.2154","2.2154"
"2173","2.2154","2.2154","2.2154"
"2174","1.6216","1.6216","1.6216"
"2175","1.6216","1.6216","1.6216"
"2176","1.8876","1.8876","1.8876"
"2177","1.8876","1.8876","1.8876"
"2178","1.7274","1.7274","1.7274"
"2179","1.7274","1.7274","1.7274"
"2180","1.74","1.74","1.74"
"2181","1.74","1.74","1.74"
"2182","1.7368","1.7368","1.7368"
"2183","1.7368","1.7368","1.7368"
"2184","1.8214","1.8214","1.8214"
"2185","1.8214","1.8214","1.8214"
"2186","1.9563","1.9563","1.9563"
"2187","1.9563","1.9563","1.9563"
"2188","1.8532","1.8532","1.8532"
"2189","1.8532","1.8532","1.8532"
"2190","1.8305","1.8305","1.8305"
"2191","1.8305","1.8305","1.8305"
"2192","1.5859","1.5859","1.5859"
"2193","1.5859","1.5859","1.5859"
"2194","1.6102","1.6102","1.6102"
"2195","1.6102","1.6102","1.6102"
"2196","1.8783","1.8783","1.8783"
"2197","1.8783","1.8783","1.8783"
"2198","2.0351","2.0351","2.0351"
"2199","2.0351","2.0351","2.0351"
"2200","1.5427","1.5427","1.5427"
"2201","1.5427","1.5427","1.5427"
"2202","1.7482","1.7482","1.7482"
"2203","1.7482","1.7482","1.7482"
"2204","1.6754","1.6754","1.6754"
"2205","1.6754","1.6754","1.6754"
"2206","1.7894","1.7894","1.7894"
"2207","1.7894","1.7894","1.7894"
"2208","1.591","1.591","1.591"
"2209","1.591","1.591","1.591"
"2210","1.7484","1.7484","1.7484"
"2211","1.7484","1.7484","1.7484"
"2212","1.6587","1.6587","1.6587"
"2213","1.6587","1.6587","1.6587"
"2214","2.0981","2.0981","2.0981"
"2215","2.0981","2.0981","2.0981"
"2216","1.7116","1.7116","1.7116"
"2217","1.7116","1.7116","1.7116"
"2218","1.6886","1.6886","1.6886"
"2219","1.6886","1.6886","1.6886"
"2220","1.8882","1.8882","1.8882"
"2221","1.8882","1.8882","1.8882"
"2222","1.9221","1.9221","1.9221"
"2223","1.9221","1.9221","1.9221"
"2224","2.1476","2.1476","2.1476"
"2225","2.1476","2.1476","2.1476"
"2226","1.7672","1.7672","1.7672"
"2227","1.7672","1.7672","1.7672"
"2228","1.95","1.95","1.95"
"2229","1.95","1.95","1.95"
"2230","1.6923","1.6923","1.6923"
"2231","1.6923","1.6923","1.6923"
"2232","1.8365","1.8365","1.8365"
"2233","1.8365","1.8365","1.8365"
"2234","1.8572","1.8572","1.8572"
"2235","1.8572","1.8572","1.8572"
"2236","1.5751","1.5751","1.5751"
"2237","1.5751","1.5751","1.5751"
"2238","1.8277","1.8277","1.8277"
"2239","1.8277","1.8277","1.8277"
"2240","1.98","1.98","1.98"
"2241","1.98","1.98","1.98"
"2242","2.1947","2.1947","2.1947"
"2243","2.1947","2.1947","2.1947"
"2244","1.852","1.852","1.852"
"2245","1.852","1.852","1.852"
"2246","1.8865","1.8865","1.8865"
"2247","1.8865","1.8865","1.8865"
"2248","1.5856","1.5856","1.5856"
"2249","1.5856","1.5856","1.5856"
"2250","2.1495","2.1495","2.1495"
"2251","2.1495","2.1495","2.1495"
"2252","1.6237","1.6237","1.6237"
"2253","1.6237","1.6237","1.6237"
"2254","1.7374","1.7374","1.7374"
"2255","1.7374","1.7374","1.7374"
"2256","2.0466","2.0466","2.0466"
"2257","2.0466","2.0466","2.0466"
"2258","1.8979","1.8979","1.8979"
"2259","1.8979","1.8979","1.8979"
"2260","1.9962","1.9962","1.9962"
"2261","1.9962","1.9962","1.9962"
"2262","1.7175","1.7175","1.7175"
"2263","1.7175","1.7175","1.7175"
"2264","1.7007","1.7007","1.7007"
"2265","1.7007","1.7007","1.7007"
"2266","1.6693","1.6693","1.6693"
"2267","1.6693","1.6693","1.6693"
"2268","1.6773","1.6773","1.6773"
"2269","1.6773","1.6773","1.6773"
"2270","1.5616","1.5616","1.5616"
"2271","1.5616","1.5616","1.5616"
"2272","1.8194","1.8194","1.8194"
"2273","1.8194","1.8194","1.8194"
"2274","1.6501","1.6501","1.6501"
"2275","1.6501","1.6501","1.6501"
"2276","1.7285","1.7285","1.7285"
"2277","1.7285","1.7285","1.7285"
"2278","1.6029","1.6029","1.6029"
"2279","1.6029","1.6029","1.6029"
"2280","1.757","1.757","1.757"
"2281","1.757","1.757","1.757"
"2282","1.9667","1.9667","1.9667"
"2283","1.9667","1.9667","1.9667"
"2284","1.7898","1.7898","1.7898"
"2285","1.7898","1.7898","1.7898"
"2286","2.2692","2.2692","2.2692"
"2287","2.2692","2.2692","2.2692"
"2288","1.5887","1.5887","1.5887"
"2289","1.5887","1.5887","1.5887"
"2290","1.5734","1.5734","1.5734"
"2291","1.5734","1.5734","1.5734"
"2292","2.04","2.04","2.04"
"2293","2.04","2.04","2.04"
"2294","1.9934","1.9934","1.9934"
"2295","1.9934","1.9934","1.9934"
"2296","1.5749","1.5749","1.5749"
"2297","1.5749","1.5749","1.5749"
"2298","1.6685","1.6685","1.6685"
"2299","1.6685","1.6685","1.6685"
"2300","1.7717","1.7717","1.7717"
"2301","1.7717","1.7717","1.7717"
"2302","1.9036","1.9036","1.9036"
"2303","1.9036","1.9036","1.9036"
"2304","1.8357","1.8357","1.8357"
"2305","1.8357","1.8357","1.8357"
"2306","1.4653","1.4653","1.4653"
"2307","1.4653","1.4653","1.4653"
"2308","1.8133","1.8133","1.8133"
"2309","1.8133","1.8133","1.8133"
"2310","2.0495","2.0495","2.0495"
"2311","2.0495","2.0495","2.0495"
"2312","1.699","1.699","1.699"
"2313","1.699","1.699","1.699"
"2314","1.6822","1.6822","1.6822"
"2315","1.6822","1.6822","1.6822"
"2316","1.6533","1.6533","1.6533"
"2317","1.6533","1.6533","1.6533"
"2318","1.6906","1.6906","1.6906"
"2319","1.6906","1.6906","1.6906"
"2320","1.657","1.657","1.657"
"2321","1.657","1.657","1.657"
"2322","1.8033","1.8033","1.8033"
"2323","1.8033","1.8033","1.8033"
"2324","1.7366","1.7366","1.7366"
"2325","1.7366","1.7366","1.7366"
"2326","1.7848","1.7848","1.7848"
"2327","1.7848","1.7848","1.7848"
"2328","1.6958","1.6958","1.6958"
"2329","1.6958","1.6958","1.6958"
"2330","1.615","1.615","1.615"
"2331","1.615","1.615","1.615"
"2332","1.7162","1.7162","1.7162"
"2333","1.7162","1.7162","1.7162"
"2334","1.6901","1.6901","1.6901"
"2335","1.6901","1.6901","1.6901"
"2336","1.6765","1.6765","1.6765"
"2337","1.6765","1.6765","1.6765"
"2338","1.6261","1.6261","1.6261"
"2339","1.6261","1.6261","1.6261"
"2340","1.64","1.64","1.64"
"2341","1.64","1.64","1.64"
"2342","1.8096","1.8096","1.8096"
"2343","1.8096","1.8096","1.8096"
"2344","2.0136","2.0136","2.0136"
"2345","2.0136","2.0136","2.0136"
"2346","1.6169","1.6169","1.6169"
"2347","1.6169","1.6169","1.6169"
"2348","1.8927","1.8927","1.8927"
"2349","1.8927","1.8927","1.8927"
"2350","1.5567","1.5567","1.5567"
"2351","1.5567","1.5567","1.5567"
"2352","2.2211","2.2211","2.2211"
"2353","2.2211","2.2211","2.2211"
"2356","1.8321","1.8321","1.8321"
"2357","1.8321","1.8321","1.8321"
"2358","1.4338","1.4338","1.4338"
"2359","1.4338","1.4338","1.4338"
"2360","1.5028","1.5028","1.5028"
"2361","1.5028","1.5028","1.5028"
"2362","1.9166","1.9166","1.9166"
"2363","1.9166","1.9166","1.9166"
"2364","1.5934","1.5934","1.5934"
"2365","1.5934","1.5934","1.5934"
"2366","1.5768","1.5768","1.5768"
"2367","1.5768","1.5768","1.5768"
"2368","1.6058","1.6058","1.6058"
"2369","1.6058","1.6058","1.6058"
"2370","1.6776","1.6776","1.6776"
"2371","1.6776","1.6776","1.6776"
"2372","1.5735","1.5735","1.5735"
"2373","1.5735","1.5735","1.5735"
"2374","1.6093","1.6093","1.6093"
"2375","1.6093","1.6093","1.6093"
"2376","1.6557","1.6557","1.6557"
"2377","1.6557","1.6557","1.6557"
"2378","1.5841","1.5841","1.5841"
"2379","1.5841","1.5841","1.5841"
"2380","1.5623","1.5623","1.5623"
"2381","1.5623","1.5623","1.5623"
"2382","1.654","1.654","1.654"
"2383","1.654","1.654","1.654"
"2384","1.9098","1.9098","1.9098"
"2385","1.9098","1.9098","1.9098"
"2386","1.4431","1.4431","1.4431"
"2387","1.4431","1.4431","1.4431"
"2388","1.6657","1.6657","1.6657"
"2389","1.6657","1.6657","1.6657"
"2390","1.3484","1.3484","1.3484"
"2391","1.3484","1.3484","1.3484"
"2392","1.6229","1.6229","1.6229"
"2393","1.6229","1.6229","1.6229"
"2394","1.5091","1.5091","1.5091"
"2395","1.5091","1.5091","1.5091"
"2396","1.6815","1.6815","1.6815"
"2397","1.6815","1.6815","1.6815"
"2398","1.5994","1.5994","1.5994"
"2399","1.5994","1.5994","1.5994"
"2400","1.5819","1.5819","1.5819"
"2401","1.5819","1.5819","1.5819"
"2402","1.7968","1.7968","1.7968"
"2403","1.7968","1.7968","1.7968"
"2404","1.6338","1.6338","1.6338"
"2405","1.6338","1.6338","1.6338"
"2406","1.4861","1.4861","1.4861"
"2407","1.4861","1.4861","1.4861"
"2408","1.3761","1.3761","1.3761"
"2409","1.3761","1.3761","1.3761"
"2410","1.734","1.734","1.734"
"2411","1.734","1.734","1.734"
"2412","1.6527","1.6527","1.6527"
"2413","1.6527","1.6527","1.6527"
"2414","1.6677","1.6677","1.6677"
"2415","1.6677","1.6677","1.6677"
"2416","1.6318","1.6318","1.6318"
"2417","1.6318","1.6318","1.6318"
"2418","1.6194","1.6194","1.6194"
"2419","1.6194","1.6194","1.6194"
"2420","1.7515","1.7515","1.7515"
"2421","1.7515","1.7515","1.7515"
"2422","1.6357","1.6357","1.6357"
"2423","1.6357","1.6357","1.6357"
"2424","1.433","1.433","1.433"
"2425","1.433","1.433","1.433"
"2426","1.543","1.543","1.543"
"2427","1.543","1.543","1.543"
"2428","1.8314","1.8314","1.8314"
"2429","1.8314","1.8314","1.8314"
"2430","1.6516","1.6516","1.6516"
"2431","1.6516","1.6516","1.6516"
"2432","1.5155","1.5155","1.5155"
"2433","1.5155","1.5155","1.5155"
"2434","1.6029","1.6029","1.6029"
"2435","1.6029","1.6029","1.6029"
"2436","1.6327","1.6327","1.6327"
"2437","1.6327","1.6327","1.6327"
"2438","1.4658","1.4658","1.4658"
"2439","1.4658","1.4658","1.4658"
"2440","1.4159","1.4159","1.4159"
"2441","1.4159","1.4159","1.4159"
"2442","1.5776","1.5776","1.5776"
"2443","1.5776","1.5776","1.5776"
"2444","1.5154","1.5154","1.5154"
"2445","1.5154","1.5154","1.5154"
"2446","1.507","1.507","1.507"
"2447","1.507","1.507","1.507"
"2448","1.6586","1.6586","1.6586"
"2449","1.6586","1.6586","1.6586"
"2450","1.3953","1.3953","1.3953"
"2451","1.3953","1.3953","1.3953"
"2452","1.5826","1.5826","1.5826"
"2453","1.5826","1.5826","1.5826"
"2454","1.5123","1.5123","1.5123"
"2455","1.5123","1.5123","1.5123"
"2456","1.704","1.704","1.704"
"2457","1.704","1.704","1.704"
"2458","1.7143","1.7143","1.7143"
"2459","1.7143","1.7143","1.7143"
"2460","1.4654","1.4654","1.4654"
"2461","1.4654","1.4654","1.4654"
"2462","1.5984","1.5984","1.5984"
"2463","1.5984","1.5984","1.5984"
"2464","1.7443","1.7443","1.7443"
"2465","1.7443","1.7443","1.7443"
"2466","1.7395","1.7395","1.7395"
"2467","1.7395","1.7395","1.7395"
"2468","1.6909","1.6909","1.6909"
"2469","1.6909","1.6909","1.6909"
"2470","1.6659","1.6659","1.6659"
"2471","1.6659","1.6659","1.6659"
"2472","1.4919","1.4919","1.4919"
"2473","1.4919","1.4919","1.4919"
"2474","1.5992","1.5992","1.5992"
"2475","1.5992","1.5992","1.5992"
"2476","1.7035","1.7035","1.7035"
"2477","1.7035","1.7035","1.7035"
"2478","1.5027","1.5027","1.5027"
"2479","1.5027","1.5027","1.5027"
"2480","1.7308","1.7308","1.7308"
"2481","1.7308","1.7308","1.7308"
"2482","1.5952","1.5952","1.5952"
"2483","1.5952","1.5952","1.5952"
"2484","1.8149","1.8149","1.8149"
"2485","1.8149","1.8149","1.8149"
"2486","1.6049","1.6049","1.6049"
"2487","1.6049","1.6049","1.6049"
"2488","1.5081","1.5081","1.5081"
"2489","1.5081","1.5081","1.5081"
"2490","1.435","1.435","1.435"
"2491","1.435","1.435","1.435"
"2492","1.401","1.401","1.401"
"2493","1.401","1.401","1.401"
"2494","1.4622","1.4622","1.4622"
"2495","1.4622","1.4622","1.4622"
"2496","1.4722","1.4722","1.4722"
"2497","1.4722","1.4722","1.4722"
"2498","1.7732","1.7732","1.7732"
"2499","1.7732","1.7732","1.7732"
"2500","1.2728","1.2728","1.2728"
"2501","1.2728","1.2728","1.2728"
"2502","1.3538","1.3538","1.3538"
"2503","1.3538","1.3538","1.3538"
"2504","1.6583","1.6583","1.6583"
"2505","1.6583","1.6583","1.6583"
"2506","1.7705","1.7705","1.7705"
"2507","1.7705","1.7705","1.7705"
"2508","1.2545","1.2545","1.2545"
"2509","1.2545","1.2545","1.2545"
"2510","1.484","1.484","1.484"
"2511","1.484","1.484","1.484"
"2512","1.6985","1.6985","1.6985"
"2513","1.6985","1.6985","1.6985"
"2514","1.6716","1.6716","1.6716"
"2515","1.6716","1.6716","1.6716"
"2516","1.512","1.512","1.512"
"2517","1.512","1.512","1.512"
"2518","1.4356","1.4356","1.4356"
"2519","1.4356","1.4356","1.4356"
"2520","1.8464","1.8464","1.8464"
"2521","1.8464","1.8464","1.8464"
"2522","1.6609","1.6609","1.6609"
"2523","1.6609","1.6609","1.6609"
"2524","1.6233","1.6233","1.6233"
"2525","1.6233","1.6233","1.6233"
"2526","1.8394","1.8394","1.8394"
"2527","1.8394","1.8394","1.8394"
"2528","1.799","1.799","1.799"
"2529","1.799","1.799","1.799"
"2530","1.711","1.711","1.711"
"2531","1.711","1.711","1.711"
"2532","1.5565","1.5565","1.5565"
"2533","1.5565","1.5565","1.5565"
"2534","1.5875","1.5875","1.5875"
"2535","1.5875","1.5875","1.5875"
"2536","1.7297","1.7297","1.7297"
"2537","1.7297","1.7297","1.7297"
"2538","1.5162","1.5162","1.5162"
"2539","1.5162","1.5162","1.5162"
"2540","1.478","1.478","1.478"
"2541","1.478","1.478","1.478"
"2542","1.8677","1.8677","1.8677"
"2543","1.8677","1.8677","1.8677"
"2544","1.5167","1.5167","1.5167"
"2545","1.5167","1.5167","1.5167"
"2546","1.5905","1.5905","1.5905"
"2547","1.5905","1.5905","1.5905"
"2548","1.625","1.625","1.625"
"2549","1.625","1.625","1.625"
"2550","1.632","1.632","1.632"
"2551","1.632","1.632","1.632"
"2552","1.7591","1.7591","1.7591"
"2553","1.7591","1.7591","1.7591"
"2554","1.5582","1.5582","1.5582"
"2555","1.5582","1.5582","1.5582"
"2556","1.6869","1.6869","1.6869"
"2557","1.6869","1.6869","1.6869"
"2558","1.5913","1.5913","1.5913"
"2559","1.5913","1.5913","1.5913"
"2560","1.7162","1.7162","1.7162"
"2561","1.7162","1.7162","1.7162"
"2562","1.4876","1.4876","1.4876"
"2563","1.4876","1.4876","1.4876"
"2564","1.5985","1.5985","1.5985"
"2565","1.5985","1.5985","1.5985"
"2566","1.6641","1.6641","1.6641"
"2567","1.6641","1.6641","1.6641"
"2568","1.8432","1.8432","1.8432"
"2569","1.8432","1.8432","1.8432"
"2570","1.6687","1.6687","1.6687"
"2571","1.6687","1.6687","1.6687"
"2572","1.6738","1.6738","1.6738"
"2573","1.6738","1.6738","1.6738"
"2574","1.5506","1.5506","1.5506"
"2575","1.5506","1.5506","1.5506"
"2576","1.8161","1.8161","1.8161"
"2577","1.8161","1.8161","1.8161"
"2578","1.9702","1.9702","1.9702"
"2579","1.9702","1.9702","1.9702"
"2580","1.8033","1.8033","1.8033"
"2581","1.8033","1.8033","1.8033"
"2582","1.4297","1.4297","1.4297"
"2583","1.4297","1.4297","1.4297"
"2584","1.5757","1.5757","1.5757"
"2585","1.5757","1.5757","1.5757"
"2586","1.7117","1.7117","1.7117"
"2587","1.7117","1.7117","1.7117"
"2588","1.7947","1.7947","1.7947"
"2589","1.7947","1.7947","1.7947"
"2590","1.6247","1.6247","1.6247"
"2591","1.6247","1.6247","1.6247"
"2592","1.9986","1.9986","1.9986"
"2593","1.9986","1.9986","1.9986"
"2594","1.6795","1.6795","1.6795"
"2595","1.6795","1.6795","1.6795"
"2596","1.645","1.645","1.645"
"2597","1.645","1.645","1.645"
"2598","1.515","1.515","1.515"
"2599","1.515","1.515","1.515"
"2600","1.5345","1.5345","1.5345"
"2601","1.5345","1.5345","1.5345"
"2602","1.4659","1.4659","1.4659"
"2603","1.4659","1.4659","1.4659"
"2604","1.5648","1.5648","1.5648"
"2605","1.5648","1.5648","1.5648"
"2606","1.4394","1.4394","1.4394"
"2607","1.4394","1.4394","1.4394"
"2608","1.5193","1.5193","1.5193"
"2609","1.5193","1.5193","1.5193"
"2610","1.666","1.666","1.666"
"2611","1.666","1.666","1.666"
"2612","1.4143","1.4143","1.4143"
"2613","1.4143","1.4143","1.4143"
"2614","1.6293","1.6293","1.6293"
"2615","1.6293","1.6293","1.6293"
"2616","1.8578","1.8578","1.8578"
"2617","1.8578","1.8578","1.8578"
"2618","1.7548","1.7548","1.7548"
"2619","1.7548","1.7548","1.7548"
"2620","1.6621","1.6621","1.6621"
"2621","1.6621","1.6621","1.6621"
"2622","1.5533","1.5533","1.5533"
"2623","1.5533","1.5533","1.5533"
"2624","1.5555","1.5555","1.5555"
"2625","1.5555","1.5555","1.5555"
"2626","1.4741","1.4741","1.4741"
"2627","1.4741","1.4741","1.4741"
"2628","1.9291","1.9291","1.9291"
"2629","1.9291","1.9291","1.9291"
"2630","1.5914","1.5914","1.5914"
"2631","1.5914","1.5914","1.5914"
"2632","1.5745","1.5745","1.5745"
"2633","1.5745","1.5745","1.5745"
"2634","1.6376","1.6376","1.6376"
"2635","1.6376","1.6376","1.6376"
"2636","1.9279","1.9279","1.9279"
"2637","1.9279","1.9279","1.9279"
"2638","1.6373","1.6373","1.6373"
"2639","1.6373","1.6373","1.6373"
"2640","1.633","1.633","1.633"
"2641","1.633","1.633","1.633"
"2642","1.684","1.684","1.684"
"2643","1.684","1.684","1.684"
"2644","1.8218","1.8218","1.8218"
"2645","1.8218","1.8218","1.8218"
"2646","1.8273","1.8273","1.8273"
"2647","1.8273","1.8273","1.8273"
"2648","1.6213","1.6213","1.6213"
"2649","1.6213","1.6213","1.6213"
"2650","1.7645","1.7645","1.7645"
"2651","1.7645","1.7645","1.7645"
"2652","1.6275","1.6275","1.6275"
"2653","1.6275","1.6275","1.6275"
"2654","1.7056","1.7056","1.7056"
"2655","1.7056","1.7056","1.7056"
"2656","1.6529","1.6529","1.6529"
"2657","1.6529","1.6529","1.6529"
"2658","1.675","1.675","1.675"
"2659","1.675","1.675","1.675"
"2660","1.5197","1.5197","1.5197"
"2661","1.5197","1.5197","1.5197"
"2662","1.6627","1.6627","1.6627"
"2663","1.6627","1.6627","1.6627"
"2664","1.4509","1.4509","1.4509"
"2665","1.4509","1.4509","1.4509"
"2666","1.74","1.74","1.74"
"2667","1.74","1.74","1.74"
"2668","1.6019","1.6019","1.6019"
"2669","1.6019","1.6019","1.6019"
"2670","1.7089","1.7089","1.7089"
"2671","1.7089","1.7089","1.7089"
"2672","1.7216","1.7216","1.7216"
"2673","1.7216","1.7216","1.7216"
"2674","1.6758","1.6758","1.6758"
"2675","1.6758","1.6758","1.6758"
"2676","1.4033","1.4033","1.4033"
"2677","1.4033","1.4033","1.4033"
"2678","1.4856","1.4856","1.4856"
"2679","1.4856","1.4856","1.4856"
"2680","1.6299","1.6299","1.6299"
"2681","1.6299","1.6299","1.6299"
"2682","1.5954","1.5954","1.5954"
"2683","1.5954","1.5954","1.5954"
"2684","1.7401","1.7401","1.7401"
"2685","1.7401","1.7401","1.7401"
"2686","1.784","1.784","1.784"
"2687","1.784","1.784","1.784"
"2688","1.4959","1.4959","1.4959"
"2689","1.4959","1.4959","1.4959"
"2690","1.4891","1.4891","1.4891"
"2691","1.4891","1.4891","1.4891"
"2692","1.5403","1.5403","1.5403"
"2693","1.5403","1.5403","1.5403"
"2694","1.6267","1.6267","1.6267"
"2695","1.6267","1.6267","1.6267"
"2696","1.9226","1.9226","1.9226"
"2697","1.9226","1.9226","1.9226"
"2698","1.6683","1.6683","1.6683"
"2699","1.6683","1.6683","1.6683"
"2700","1.6321","1.6321","1.6321"
"2701","1.6321","1.6321","1.6321"
"2702","1.5352","1.5352","1.5352"
"2703","1.5352","1.5352","1.5352"
"2704","1.7354","1.7354","1.7354"
"2705","1.7354","1.7354","1.7354"
"2706","1.5195","1.5195","1.5195"
"2707","1.5195","1.5195","1.5195"
"2708","1.5882","1.5882","1.5882"
"2709","1.5882","1.5882","1.5882"
"2710","1.681","1.681","1.681"
"2711","1.681","1.681","1.681"
"2712","1.6618","1.6618","1.6618"
"2713","1.6618","1.6618","1.6618"
"2714","1.8232","1.8232","1.8232"
"2715","1.8232","1.8232","1.8232"
"2716","1.6554","1.6554","1.6554"
"2717","1.6554","1.6554","1.6554"
"2718","1.6383","1.6383","1.6383"
"2719","1.6383","1.6383","1.6383"
"2720","1.5276","1.5276","1.5276"
"2721","1.5276","1.5276","1.5276"
"2722","1.4344","1.4344","1.4344"
"2723","1.4344","1.4344","1.4344"
"2724","1.5294","1.5294","1.5294"
"2725","1.5294","1.5294","1.5294"
"2726","1.706","1.706","1.706"
"2727","1.706","1.706","1.706"
"2728","1.5608","1.5608","1.5608"
"2729","1.5608","1.5608","1.5608"
"2730","1.4583","1.4583","1.4583"
"2731","1.4583","1.4583","1.4583"
"2732","1.635","1.635","1.635"
"2733","1.635","1.635","1.635"
"2734","1.5557","1.5557","1.5557"
"2735","1.5557","1.5557","1.5557"
"2736","1.579","1.579","1.579"
"2737","1.579","1.579","1.579"
"2738","1.551","1.551","1.551"
"2739","1.551","1.551","1.551"
"2740","1.5485","1.5485","1.5485"
"2741","1.5485","1.5485","1.5485"
"2742","1.6002","1.6002","1.6002"
"2743","1.6002","1.6002","1.6002"
"2744","1.4925","1.4925","1.4925"
"2745","1.4925","1.4925","1.4925"
"2746","1.5298","1.5298","1.5298"
"2747","1.5298","1.5298","1.5298"
"2748","1.6954","1.6954","1.6954"
"2749","1.6954","1.6954","1.6954"
"2750","1.5782","1.5782","1.5782"
"2751","1.5782","1.5782","1.5782"
"2752","1.8418","1.8418","1.8418"
"2753","1.8418","1.8418","1.8418"
"2754","1.5729","1.5729","1.5729"
"2755","1.5729","1.5729","1.5729"
"2756","1.6663","1.6663","1.6663"
"2757","1.6663","1.6663","1.6663"
"2758","1.8305","1.8305","1.8305"
"2759","1.8305","1.8305","1.8305"
"2760","1.5268","1.5268","1.5268"
"2761","1.5268","1.5268","1.5268"
"2762","1.493","1.493","1.493"
"2763","1.493","1.493","1.493"
"2764","1.5439","1.5439","1.5439"
"2765","1.5439","1.5439","1.5439"
"2766","1.6734","1.6734","1.6734"
"2767","1.6734","1.6734","1.6734"
"2768","1.3931","1.3931","1.3931"
"2769","1.3931","1.3931","1.3931"
"2770","1.6837","1.6837","1.6837"
"2771","1.6837","1.6837","1.6837"
"2772","1.4976","1.4976","1.4976"
"2773","1.4976","1.4976","1.4976"
"2774","1.5758","1.5758","1.5758"
"2775","1.5758","1.5758","1.5758"
"2776","1.725","1.725","1.725"
"2777","1.725","1.725","1.725"
"2778","1.6863","1.6863","1.6863"
"2779","1.6863","1.6863","1.6863"
"2780","1.3544","1.3544","1.3544"
"2781","1.3544","1.3544","1.3544"
"2782","1.8344","1.8344","1.8344"
"2783","1.8344","1.8344","1.8344"
"2784","1.3697","1.3697","1.3697"
"2785","1.3697","1.3697","1.3697"
"2786","1.6546","1.6546","1.6546"
"2787","1.6546","1.6546","1.6546"
"2788","1.8176","1.8176","1.8176"
"2789","1.8176","1.8176","1.8176"
"2790","1.526","1.526","1.526"
"2791","1.526","1.526","1.526"
"2792","1.6364","1.6364","1.6364"
"2793","1.6364","1.6364","1.6364"
"2794","1.5992","1.5992","1.5992"
"2795","1.5992","1.5992","1.5992"
"2796","1.6108","1.6108","1.6108"
"2797","1.6108","1.6108","1.6108"
"2798","1.4219","1.4219","1.4219"
"2799","1.4219","1.4219","1.4219"
"2800","1.5928","1.5928","1.5928"
"2801","1.5928","1.5928","1.5928"
"2802","1.6037","1.6037","1.6037"
"2803","1.6037","1.6037","1.6037"
"2804","1.5189","1.5189","1.5189"
"2805","1.5189","1.5189","1.5189"
"2806","1.5681","1.5681","1.5681"
"2807","1.5681","1.5681","1.5681"
"2808","1.4561","1.4561","1.4561"
"2809","1.4561","1.4561","1.4561"
"2810","1.9937","1.9937","1.9937"
"2811","1.9937","1.9937","1.9937"
"2812","1.5703","1.5703","1.5703"
"2813","1.5703","1.5703","1.5703"
"2814","1.3688","1.3688","1.3688"
"2815","1.3688","1.3688","1.3688"
"2816","1.7383","1.7383","1.7383"
"2817","1.7383","1.7383","1.7383"
"2818","1.5373","1.5373","1.5373"
"2819","1.5373","1.5373","1.5373"
"2820","2.0451","2.0451","2.0451"
"2821","2.0451","2.0451","2.0451"
"2822","1.6668","1.6668","1.6668"
"2823","1.6668","1.6668","1.6668"
"2824","1.3979","1.3979","1.3979"
"2825","1.3979","1.3979","1.3979"
"2826","1.5419","1.5419","1.5419"
"2827","1.5419","1.5419","1.5419"
"2828","1.8203","1.8203","1.8203"
"2829","1.8203","1.8203","1.8203"
"2830","1.4135","1.4135","1.4135"
"2831","1.4135","1.4135","1.4135"
"2832","1.4574","1.4574","1.4574"
"2833","1.4574","1.4574","1.4574"
"2834","1.6112","1.6112","1.6112"
"2835","1.6112","1.6112","1.6112"
"2836","1.4624","1.4624","1.4624"
"2837","1.4624","1.4624","1.4624"
"2838","1.4535","1.4535","1.4535"
"2839","1.4535","1.4535","1.4535"
"2840","1.6243","1.6243","1.6243"
"2841","1.6243","1.6243","1.6243"
"2842","1.426","1.426","1.426"
"2843","1.426","1.426","1.426"
"2844","1.8362","1.8362","1.8362"
"2845","1.8362","1.8362","1.8362"
"2846","1.5707","1.5707","1.5707"
"2847","1.5707","1.5707","1.5707"
"2848","1.6925","1.6925","1.6925"
"2849","1.6925","1.6925","1.6925"
"2850","1.5227","1.5227","1.5227"
"2851","1.5227","1.5227","1.5227"
"2852","1.5794","1.5794","1.5794"
"2853","1.5794","1.5794","1.5794"
"2854","1.4088","1.4088","1.4088"
"2855","1.4088","1.4088","1.4088"
"2856","1.4814","1.4814","1.4814"
"2857","1.4814","1.4814","1.4814"
"2858","1.5215","1.5215","1.5215"
"2859","1.5215","1.5215","1.5215"
"2860","1.6949","1.6949","1.6949"
"2861","1.6949","1.6949","1.6949"
"2862","1.6355","1.6355","1.6355"
"2863","1.6355","1.6355","1.6355"
"2864","1.5595","1.5595","1.5595"
"2865","1.5595","1.5595","1.5595"
"2866","1.5297","1.5297","1.5297"
"2867","1.5297","1.5297","1.5297"
"2868","1.6556","1.6556","1.6556"
"2869","1.6556","1.6556","1.6556"
"2870","1.5339","1.5339","1.5339"
"2871","1.5339","1.5339","1.5339"
